分类,研报标题,类型,评级,分享时间,来源页,抓取时间,摘要,作者,页数,日期,分享者
本月热门,天风证券-和而泰-002402-控制器领军，布局AI产业，向智能化发展增长动能强劲！-250720,公司调研,增持（首次）,2025-07-20,2,2025-08-07 09:12:41,,,,,
本月热门,西南证券-海南自贸港封关解读-250723,宏观经济,,2025-07-24,2,2025-08-07 09:12:41,,,,,
本月热门,国金证券-计算机行业具身智能前瞻系列深度一：从线虫转向复盘至行动导航，旗帜鲜明看好物理AI-250722,行业分析,买入,2025-07-22,2,2025-08-07 09:12:41,,,,,
本月热门,财通证券-国防军工行业周报：福建舰入列在即，军工AI商业航天催化不断-250803,行业分析,看好,2025-08-04,2,2025-08-07 09:12:41,,,,,
本月热门,财通证券-固态电池设备行业周报：头部电池厂继续扩产，车企固态上车计划再加速-250728,行业分析,看好,2025-07-29,2,2025-08-07 09:12:41,,,,,
本月热门,长城证券-工业富联-601138-归母净利润增速亮眼，AI服务器云计算持续放量-250711,公司调研,买入,2025-07-11,2,2025-08-07 09:12:41,,,,,
本月热门,东吴证券-电力设备与新能源行业2025年中期光伏策略报告：供给侧拐点已至，新技术持续提升-250712,行业分析,,2025-07-14,2,2025-08-07 09:12:41,,,,,
本月热门,光大证券-策略周专题（2025年7月第3期）：当前该追涨，还是寻找补涨？-250726,投资策略,,2025-07-27,2,2025-08-07 09:12:41,,,,,
本月热门,华西证券-计算机行业稳定币：加密产业价值地图-250729,行业分析,,2025-07-30,2,2025-08-07 09:12:41,,,,,
本月热门,慧博智能投研-军贸行业深度：供需格局、产业机遇、市场空间及相关公司深度梳理-250801,行业分析,,2025-08-01,3,2025-08-07 09:12:43,,,,,
本月热门,华西证券-可转债研究宝典之一：从零开始学转债-250721,宏观经济,,2025-07-21,3,2025-08-07 09:12:43,,,,,
本月热门,国元证券-低空经济行业深度报告：战略升维驱动产业变革，低空经济万亿蓝海生态图谱-250714,行业分析,推荐,2025-07-14,3,2025-08-07 09:12:43,,,,,
本月热门,国金证券-国产抗体行业（一）：从跟随到突破，PD~（L）1/VEGF正当时-250715,行业分析,买入,2025-07-16,3,2025-08-07 09:12:43,,,,,
本月热门,光大证券-人形机器人行业跟踪报告（九）：人形机器人关节传动新方向，摆线减速器-250805,行业分析,买入,2025-08-05,3,2025-08-07 09:12:43,,,,,
本月热门,华鑫证券-中际旭创-300308-公司事件点评报告：毛利率逐季度提升，进一步扩产海外产能-250721,公司调研,买入（上调）,2025-07-21,3,2025-08-07 09:12:43,,,,,
本月热门,东吴证券-无人叉车行业深度：AI驱动无人叉车技术持续发展，智慧物流有望迎来快速发展期-250708,行业分析,,2025-07-08,3,2025-08-07 09:12:43,,,,,
本月热门,金元证券-电子行业微纳世界的建筑师：光刻技术深度解析-250728,行业分析,增持,2025-07-30,3,2025-08-07 09:12:43,,,,,
本月热门,慧博智能投研-超导材料行业深度：制备工业、市场规模、产业链及相关公司深度梳理-250728,行业分析,,2025-07-28,3,2025-08-07 09:12:43,,,,,
本月热门,华西证券-计算机行业：全球虚拟资产牌照知多少-250719,行业分析,,2025-07-19,3,2025-08-07 09:12:43,,,,,
本月热门,民生证券-星网锐捷-002396-2025年中报预告点评：数据中心交换机驱动利润高增，探索跨境支付应用-250713,公司调研,推荐,2025-07-13,3,2025-08-07 09:12:43,,,,,
本月热门,东吴证券-电力设备行业跟踪周报：人形国内如火如荼，固态产业化加速-250727,行业分析,增持,2025-07-28,3,2025-08-07 09:12:43,,,,,
本月热门,国信证券-计算机行业2025年7月投资策略：AI ASIC市场规模快速增长，稳定币产业链蓄势待发-250715,行业分析,优于大市,2025-07-15,3,2025-08-07 09:12:43,,,,,
本月热门,天风证券-芯动联科-688582-MEMS芯片龙头，应用场景多点开花-250710,公司调研,持有（首次）,2025-07-10,3,2025-08-07 09:12:43,,,,,
本月热门,财通证券-国防军工行业周报：低空会议引导行业有序发展，雅下水电开工民爆率先受益-250721,行业分析,看好,2025-07-22,3,2025-08-07 09:12:43,,,,,
本月热门,万联证券-2025年中期医药生物行业投资策略报告：BD催化创新药资产价值重估-250711,行业分析,强于大市,2025-07-11,3,2025-08-07 09:12:43,,,,,
本月热门,华安证券-双林股份-300100-25Q2扣非净利润表现亮眼，创新产品持续推进-250716,公司调研,买入,2025-07-17,3,2025-08-07 09:12:43,,,,,
本月热门,东莞证券-巨化股份-600160-2025年半年度业绩预增点评：制冷剂高景气延续，公司上半年归母净利大幅预增136%~155%-250709,公司调研,买入,2025-07-09,3,2025-08-07 09:12:43,,,,,
本月热门,慧博智能投研-灵巧手行业深度：行业现状、市场机遇、产业链及相关公司深度梳理-250711,行业分析,,2025-07-11,3,2025-08-07 09:12:43,,,,,
本月热门,国金证券-电力设备与新能源行业研究：雅下水电万亿工程重构能源版图，带动GIL/特高压等千亿级需求-250802,行业分析,买入,2025-08-03,3,2025-08-07 09:12:43,,,,,
本月热门,东吴证券-上纬新材-688585-环保树脂领军者，智元系入主谱写具身智能成长新篇章-250712,公司调研,增持（首次）,2025-07-12,3,2025-08-07 09:12:43,,,,,
本月热门,东吴证券-新和成-002001-营养品业务构筑基本盘，香精香料、新材料提供发展动能-250716,公司调研,买入（首次）,2025-07-16,3,2025-08-07 09:12:43,,,,,
本月热门,财通证券-固态电池设备行业周报：继续看好产业周期与技术进步共振-250721,行业分析,看好,2025-07-22,3,2025-08-07 09:12:43,,,,,
本月热门,华金证券-医疗器械和中药行业板块2025年中期投资策略：关注业绩拐点与行业结构性机遇-250712,行业分析,领先大市,2025-07-13,3,2025-08-07 09:12:43,,,,,
本月热门,国信证券-通信行业·卫星互联网专题四：民营火箭亟待突破，手机直连与激光通信未来可期-250714,行业分析,优于大市,2025-07-14,3,2025-08-07 09:12:43,,,,,
本月热门,光大证券-2025年8月策略观点：新高在途-250802,投资策略,,2025-08-03,3,2025-08-07 09:12:43,,,,,
本月热门,国投证券-儒竞科技-301525-热泵控制器领导者，新能车热管理及自动化构筑新增长曲线-250710,公司调研,买入-A（首次）,2025-07-10,3,2025-08-07 09:12:43,,,,,
本月热门,国金证券-医药行业慢阻肺专题深度：慢病蓝海疗法迭代，国产新药BD潜力凸显-250729,行业分析,买入,2025-07-29,3,2025-08-07 09:12:43,,,,,
本月热门,天风证券-25年二季报高景气赛道前瞻：产业赛道与主题投资风向标-250710,投资策略,,2025-07-10,3,2025-08-07 09:12:43,,,,,
本月热门,开源证券-曙光数创-872808-北交所公司深度报告：积极布局海外&冷板液冷市场，750kW突破斩获海外大单-250709,公司调研,增持,2025-07-10,3,2025-08-07 09:12:43,,,,,
本月热门,国投证券-领益智造-002600-持续发力AI终端+机器人业务，经营稳步提升-250716,公司调研,买入-A,2025-07-16,3,2025-08-07 09:12:43,,,,,
本月热门,国信证券-伊利股份-600887-平台化的乳企龙头，引领行业高质量转型-250716,公司调研,优于大市（首次）,2025-07-16,3,2025-08-07 09:12:43,,,,,
本月热门,天风证券-白酒行业：深度调整期行业迎4大变化，重视白酒相对底部机会-250731,行业分析,强于大市,2025-07-31,3,2025-08-07 09:12:43,,,,,
本月热门,东吴证券-中国船舶-600150-2025年半年度业绩预增：25H1归母净利润同比+98%~119%，在手订单兑现业绩超预期-250713,公司调研,买入,2025-07-13,3,2025-08-07 09:12:43,,,,,
本月热门,长城证券-人福医药-600079-创新崛起，未来可期-250721,公司调研,买入（上调）,2025-07-21,3,2025-08-07 09:12:43,,,,,
本月热门,天风证券-科学仪器行业深度：雄关漫道真如铁，自主可控势如潮-250711,行业分析,强于大市,2025-07-11,3,2025-08-07 09:12:43,,,,,
本月热门,开源证券-基础化工行业“反内卷”系列报告（一）：BOPET膜，性能优良、国内产需高增，行业自律有望助力格局优化、盈利改善-250709,行业分析,看好,2025-07-09,3,2025-08-07 09:12:43,,,,,
本月热门,慧博智能投研-慧博研报炼金之研报头条精华：雅鲁藏布江下游水电工程解读，时间的玫瑰，宏观思维看超大工程-250722,投资策略,,2025-07-22,3,2025-08-07 09:12:43,,,,,
本月热门,华西证券-建筑材料行业：中国雅江集团成立，重点关注岩土工程、民爆板块投资机会-250720,行业分析,推荐,2025-07-20,3,2025-08-07 09:12:43,,,,,
本月热门,东吴证券-上海洗霸-603200-洗尽尘沙，鳞爪已现，霸业共襄-250806,公司调研,买入（首次）,2025-08-06,3,2025-08-07 09:12:43,,,,,
本月热门,东吴证券-北交所专题报告：雅下水电工程正式开工，建议关注北交所水电产业链相关标的-250723,投资策略,,2025-07-23,3,2025-08-07 09:12:43,,,,,
本月热门,东吴证券-震裕科技-300953-2025年中报预告点评：Q2业绩亮眼拐点已现，机器人业务持续推进-250715,公司调研,买入,2025-07-15,3,2025-08-07 09:12:43,,,,,
本月热门,光大证券-海外AI行业跟踪报告：美股AI算力需求火热，如何看待下游AI应用产业趋势？-250729,行业分析,,2025-07-29,3,2025-08-07 09:12:43,,,,,
本月热门,山西证券-电子行业专题报告：光刻机国产化迫在眉睫，关注产业链投资机会-250714,行业分析,领先大市-A,2025-07-14,3,2025-08-07 09:12:43,,,,,
本月热门,东方证券-货币变局下的国家治理比较：稳定币，在国际货币体系裂痕中开花-250710,宏观经济,,2025-07-11,3,2025-08-07 09:12:43,,,,,
本月热门,国金证券-机械行业可控核聚变专题：多技术路线共同发展，电源价值量在膨胀-250715,行业分析,买入,2025-07-15,3,2025-08-07 09:12:43,,,,,
本月热门,民生证券-计算机行业周报：国产AI算力潜力被低估-250720,行业分析,推荐,2025-07-20,3,2025-08-07 09:12:43,,,,,
本月热门,华西证券-类权益周报：迎接轮动牛-250727,宏观经济,,2025-07-27,3,2025-08-07 09:12:43,,,,,
本月热门,国金证券-计算机行业深度研究：稳定币本质及远景，兼论发行量估算框架-250721,行业分析,买入,2025-07-23,3,2025-08-07 09:12:43,,,,,
本月热门,国元证券-汽车行业深度报告：智能汽车产业链与具身智能产业链协同发展-250801,行业分析,,2025-08-01,3,2025-08-07 09:12:43,,,,,
行业分析,华西证券-保险行业2025年中报前瞻：资负两端延续回暖，业绩稳健增长-250807,,推荐,,1,2025-08-07 09:12:46,"人身险：NBV有望延续高增，产品结构优化加速。
　　新单保费分化，银保对冲个险部分压力。2025H1个险新单受前期产品预定利率下调、分红险转型初期销售预冷、去年高基数等因素影响...",罗惠洲,4,2025-08-07,luke******010
行业分析,国元证券-显示玻璃基板行业深度报告：国产玻璃基板技术破局，本土替代提速-250807,,推荐（首次）,,1,2025-08-07 09:12:46,"报告要点：
　　显示器玻璃基板：显示面板的核心组件，约占TFT-LCD面板成本的15%
　　玻璃基板是显示面板的核心原材料，是LCD面板产业链中技术壁垒最高的环节，在TFT-L...",刘乐，朱宇昊,20,2025-08-07,Ja***e
行业分析,克而瑞研究中心-房地产行业代建双周报：上半年绿城管理拓展面积同比增13.9%，旭辉建管布局城市超80个-250806,,,,1,2025-08-07 09:12:46,"【企业动态】
　　旭辉建管召开2025半年度工作会议，已布局超80个城市
　　7月11日，旭辉建管2025年半年度工作会议于上海圆满召开。截止6月底，公司已布局全国超80个城市...",,5,2025-08-07,yuy****ng
行业分析,克而瑞研究中心-中国房地产行业市场月报8P：6月新房供应微增、成交微降，地市量价齐增-250807,,,,1,2025-08-07 09:12:46,2025年6月，新房市场供应小幅放量，环比微增5%，成交环比下降4%，狭义库存仍保持下行通道，而去化周期改善程度有限；30城中22城去化周期环比持增。二手房成交与上月基本持平，...,丁祖昱，张燕,19,2025-08-07,爱**娘
行业分析,克而瑞研究中心-中国房地产行业土地周报：成交规模维持低位，深圳刷新楼板价纪录-250806,,,,1,2025-08-07 09:12:46,"【土地周报视点】
　　2025年7月14日-2025年7月20日，第29周土地供应规模环比大幅回升，成交规模延续低位，溢价率继续上行至年内高位。本周重点城市监测供应建筑面积为5...",,5,2025-08-07,gro****an
行业分析,克而瑞研究中心-中国房地产行业土地周报：供求规模延续年中高位，武汉刷新楼板价前二纪录-250806,,,,1,2025-08-07 09:12:46,"【土地周报视点】
　　2025年6月30日-2025年7月6日，第27周土地供应规模连续两周环比大幅增长，成交规模出现环比回落，但仍在年内高位，平均溢价率则再度下降至近期低位。...",,5,2025-08-07,jing******ier
行业分析,克而瑞研究中心-中国房地产行业土地周报：周度溢价率近4个月新高，上海刷新全国地价纪录-250806,,,,1,2025-08-07 09:12:46,"【土地周报视点】
　　2025年7月21日-2025年7月27日，第30周土地供应规模环比回落升，成交规模迎来回升，溢价率继续上行，并创下近4个月新高。本周重点城市监测供应建筑...",,5,2025-08-07,moc****an
行业分析,克而瑞研究中心-房地产行业：2025年6月月度优秀项目-250806,,,,1,2025-08-07 09:12:46,"保利“天字系”产品，全屋飘窗+超高附赠，首创女神卫浴，首开即罄
　　保利天奕位于上海浦东唐镇核心区，由保利发展开发，是保利天字系最新力作。项目紧邻地铁2号线唐镇站（直线距离约2...",,10,2025-08-07,sam****11
行业分析,克而瑞研究中心-中国房地产行业研报：专项债发行快报，7月发行1020亿地产类债券，七成投向土地储备-250731,,,,1,2025-08-07 09:12:46,2025年7月，城市发展工作被提到了更为重要的位置。中共中央时隔十年再度召开城市工作会议，部署城市工作7个方面的重点任务。其后住建部、央行、国资委、政治局会议等进一步落实了会议...,马千里,8,2025-08-07,cyn****12
行业分析,克而瑞研究中心-房地产行业：2025上半年十大高端作品产品趋势解析-250806,,,,1,2025-08-07 09:12:46,高端住宅已完成从物质奢华到精神共鸣的价值蜕变，其核心竞争力构建于四大维度：稀缺资源奠定价值基石，空间场景重构居住体验，圈层服务塑造身份认同，文化科技赋能产品溢价。当资源精度、人...,,12,2025-08-07,mon****e8
行业分析,克而瑞研究中心-房地产行业：本月看点-250806,,,,1,2025-08-07 09:12:46,"房企产品动态
　　2025华润置地好房子样板落地暨北京臻澐产品发布。
　　华发“荟生活”全新升级“华友荟”理想社群。
　　客户趋势
　　情绪消费帮助缓解焦虑填补精神空虚，消费疗...",,2,2025-08-07,zha****19
行业分析,克而瑞研究中心-房地产行业：2025上半年十大轻奢作品产品趋势解析-250806,,,,1,2025-08-07 09:12:46,在当下住宅产品不断创新迭代的浪潮中，标杆项目凭借其前瞻性的设计理念与创新实践，正引领着一系列居住产品新趋势。从四代宅的私密性升级，到社区场景的持续迭代，从在地化特征的不断深化，...,,18,2025-08-07,zjq****26
行业分析,克而瑞研究中心-中国房地产行业土地周报：供求规模周期性下降，溢价率升至年内均线-250806,,,,1,2025-08-07 09:12:46,"【土地周报视点】
　　2025年7月7日-2025年7月13日，第28周土地供求规模迎来了下半年初的周期性回落，成交规模环比下降超过一半，但溢价率显著回升。本周重点城市监测供应...",,5,2025-08-07,huan******eng
行业分析,克而瑞研究中心-房地产行业：2025上半年十大品质作品产品趋势解析-250806,,,,1,2025-08-07 09:12:46,近年来，消费者对住宅产品的需求日益多样化，对居住品质的要求不断提高。2025年上半年，“好房子”首次出现在政府工作报告中，行业从“量”到“质”的深刻转型也迎来了一个里程碑。伴随...,,11,2025-08-07,200****62
行业分析,华西证券-有色金属行业~海外季报：韦丹塔2025Q2原铝产量同比增长1%至60.5万吨，税后利润同比下降13%至445.7亿印度卢比-250807,,推荐,,1,2025-08-07 09:12:46,"季报重点内容:
　　生产经营情况
　　1）铝
　　2025Q2氧化铝产量达到创纪录的58.7万吨，同比增长9%，环比增长36%。
　　2025Q2原铝产量为60.5万吨，同比增...",晏溶,5,2025-08-07,yzj****88
行业分析,东吴证券-电子行业点评报告：AI ASIC，海外大厂视角下，定制芯片的业务模式与景气度展望-250807,,增持,,1,2025-08-07 09:12:46,"投资要点
　　ASIC业务模式下需要服务商具备什么能力？1）IP设计能力：定制芯片主要包含四部分IP，计算、存储、网络I/O及封装，服务提供商不涉及计算部分架构设计，只提供相应...",陈海进,17,2025-08-07,ja***1
行业分析,山西证券-非银行金融行业周报：债券增税对行业影响有限，期货市场推动“反内卷”-250807,,领先大市-A,,1,2025-08-07 09:12:46,财政部对国债等部分券种利息收入征收增值税。财政部联合税务总局发布公告，自2025年8月8日起，对新发行的国债、地方政府债券、金融债券的利息收入，恢复征收增值税，该日期之前已发行...,李明阳，孙田田，刘丽,10,2025-08-07,pan****ua
行业分析,华鑫证券-计算机行业周报：Figma云端设计协同领航，全球首款通用AI科研智能体问世-250807,,推荐,,1,2025-08-07 09:12:46,"▌算力：Figma上市首日股价涨幅250%，云端设计协同领航
　　8月1日，Figma Inc. IPO表现突出，股票首日收于115.50美元，涨幅超250%，创近三十年美国市...",宝幼琛,16,2025-08-07,cy***p
行业分析,申港证券-电力设备行业研究周报：光伏供给侧改革持续推进，行业盈利有望开启向上周期-250806,,增持,,1,2025-08-07 09:12:46,"投资摘要：
　　每周一谈：光伏供给侧改革持续推进行业盈利有望开启向上周期
　　近期，国家工业和信息化部办公厅正式下达了《2025年度多晶硅行业专项节能监察任务清单》（以下简称“...",刘宁,8,2025-08-07,al***n
行业分析,国信证券-电力设备新能源行业点评：苹果承诺加码美国本土投资，重视钢壳电池放量新周期-250807,,优于大市,,1,2025-08-07 09:12:46,国信电新观点：苹果公司在官网宣布，将向美国本土追加投资1000亿美元，公司未来四年在美国投资总额将达到6000亿美元。苹果加码美国本土投资，或将对产业链关税豁免/部分豁免产生积...,王蔚祺，李全,4,2025-08-07,wubo******460
行业分析,华福证券-传媒行业：AI UGC，“Coding+多模态”重估平台价值-250807,,强于大市,,2,2025-08-07 09:12:48,AICoding与多模态能力正成为UGC生态价值放大的“双引擎”。AICoding侧重赋予UGC交互性与功能逻辑，降低非专业用户对游戏、互动视频等开发门槛；多模态能力则侧重丰富...,杨晓峰,2,2025-08-07,dah****ee
行业分析,民生证券-洞鉴光伏行业·8月刊：“反内卷”持续发酵，光伏底部反转节点来临-250807,,,,2,2025-08-07 09:12:48,高层密集发声定调，光伏“反内卷”势在必行。近期高层多次关注光伏行业，强调“反内卷”和落后产能出清。6月29日，人民日报发文提及光伏行业“内卷”现状，提出要防止妨碍公平竞争政策，...,邓永康，朱碧野，王一如,26,2025-08-07,s**z
行业分析,华西证券-有色金属行业~海外季报：Anglo Gold 2025Q2黄金总产量/销量分别环比增加11.7%/8.7%至25.01吨/24.91吨，归母净利润环比增长51.0%至6.69亿美元-250807,,推荐,,2,2025-08-07 09:12:48,"季报重点内容:
　　生产经营情况
　　产量：2025Q2公司黄金总产量为80.4万盎司（25.01吨），环比增加11.7%，同比增加21.3%。这一强劲的同比增长主要得益于Su...",晏溶,5,2025-08-07,zs***t
行业分析,国信证券-半导体行业8月投资策略：看好本土制造产业链和周期性复苏的模拟芯片-250807,,优于大市,,2,2025-08-07 09:12:48,"看好本土制造产业链和周期性复苏的模拟芯片
　　7月SW半导体指数上涨3.08%，估值处于2019年以来67.15%分位
　　2025年7月SW半导体指数上涨3.08%，跑输电子...",胡剑，胡慧，叶子,20,2025-08-07,Who****06
行业分析,华西证券-有色金属行业~海外季报：Energy fuels 2025Q2共生产18万磅U3O8，预计2025年成品U3O8计划产量最多约为100万磅-250807,,推荐,,2,2025-08-07 09:12:48,"季报重点内容:
　　分业务介绍公司生产经营情况
　　1、铀业务
　　1）产量
　　2025Q2，该公司在其位于犹他州的White Mesa Mill工厂利用新开采的矿石和储存的...",晏溶,8,2025-08-07,zho****s1
行业分析,华西证券-有色金属行业~海外季报：PTANTAM TBK 2025Q2镍铁产/销量分别环比增长2%、下降81%至4，569吨、924吨，镍矿石产/销量分别环比下降3%、增长14%至447万湿吨、437万湿吨-250807,,推荐,,2,2025-08-07 09:12:48,"季报重点内容:
　　分业务生产经营情况
　　1、镍铁
　　2025Q2，ANTAM镍铁产量为4,569吨，环比增长2%，同比下降15%。
　　2025Q2，ANTAM镍铁销量为...",晏溶,4,2025-08-07,st***d
行业分析,太平洋证券-房地产行业日报：南通成功出让6宗宅地-250806,,中性,,2,2025-08-07 09:12:48,"市场行情：
　　2025年8月6日，今日权益市场各版块多数上涨，上证综指和深证综指分别上涨0.45%和0.74%，沪深300和中证500分别上涨0.24%和0.86%。申万房地...",徐超，戴梓涵,4,2025-08-07,niy****69
行业分析,太平洋证券-医药行业日报：UroGen丝裂霉素溶液Zusduri三期临床成功-250806,,看好,,2,2025-08-07 09:12:48,"市场表现：
　　2025年8月6日，医药板块涨跌幅-0.65%，跑输沪深300指数0.89pct，涨跌幅居申万31个子行业第31名。各医药子行业中，医疗设备(+0.20%)、体...",周豫，张崴,3,2025-08-07,小***
行业分析,江海证券-传媒行业：AI应用又迎新催化，继续推荐-250807,,增持,,2,2025-08-07 09:12:48,"事件：
　　2025年8月5日，Open AI发布两款开源模型gpt-oss-120b和gpt-oss-20b。
　　2025年8月5日，Anthropic发布新模型Claud...",张婧,3,2025-08-07,wra****nb
行业分析,华鑫证券-基础化工行业：环氧氯丙烷、（磷酸）五氧化二磷等涨幅居前，建议关注进口替代、纯内需、高股息等方向-250807,,推荐,,2,2025-08-07 09:12:48,"▌环氧氯丙烷、(磷酸)五氧化二磷等涨幅居前，液氯、天然橡胶等跌幅较大
　　本周涨幅较大的产品：环氧氯丙烷（华东地区，11.43%），(磷酸)五氧化二磷85%（CFR印度合同价，...",张伟保,32,2025-08-07,黄**濠
行业分析,江海证券-自动化设备行业：世界机器人大会召开在即，持续关注人形机器人商业化进程-250807,,增持（上调）,,2,2025-08-07 09:12:48,"事件：
　　2025年世界机器人大会将于8月8日至12日在北京经济技术开发区北人亦创国际会展中心举办，主题为“让机器人更智慧，让具身更智能”，由中国电子学会和世界机器人合作组织...",张诗瑶,4,2025-08-07,xiao******220
行业分析,长城证券-电力设备及新能源行业周报：本周电解槽中标项目有所突破，多地发布氢能支持政策-250807,,强于大市,,2,2025-08-07 09:12:48,行情回顾：截至2025年8月1日，氢能源指数收盘价为2240.56点，本周涨跌幅为-1.15%，2025年初至今涨跌幅为26.10%。氢能行业周涨幅前五的公司为禾望电气、西菱动...,于夕朦，王泽雷，孙诗宁,12,2025-08-07,jian******yle
行业分析,国信证券-机械行业8月投资策略：中报行情展开，重点关注AI基建、人形机器人等成长板块-250807,,优于大市,,2,2025-08-07 09:12:48,"核心观点
　　7月行情回顾&重要数据跟踪：7月机械行业（申万分类）指数上涨5.67%，跑赢沪深300指数2.12个pct，机械行业TTM市盈率/市净率约为33.79/2.63倍...",吴双，王鼎，年亚颂,24,2025-08-07,南**葵
行业分析,太平洋证券-银行业周报（0728~0803）：国债利息收入增值税恢复，适度宽松货币政策基调延续-250806,,看好,,2,2025-08-07 09:12:48,行情回顾：1）大盘方面，本周上证指数、沪深300指数涨跌幅分别为-0.94%、-1.75%；中证全债、中证全债（净）指数涨跌幅分别为0.19%、0.15%。2）板块方面，申万银...,夏芈卬,12,2025-08-07,alv****an
行业分析,华西证券-有色金属行业~海外季报：巴林铝业2025Q2铝产/销量环比增长1.5%/9.7%至40.29/41.4万吨，利润环比增长36%至6530万美元-250807,,推荐,,2,2025-08-07 09:12:48,"季报重点内容:
　　生产经营情况
　　2025Q2原铝净成品产量为40.29万吨，环比增长1.5%，同比持平。
　　尽管面临市场挑战，2025Q2原铝销售量仍达到41.1万吨，...",晏溶,4,2025-08-07,zh4****31
行业分析,华西证券-有色金属行业~海外季报：Ball Corporation 2025Q2净销售额环比增长7.8%至33.38亿美元，净利润环比增长20.1%至2.15亿美元-250807,,推荐,,2,2025-08-07 09:12:48,"季报重点内容:
　　财务业绩情况
　　净销售额：2025Q2净销售额为33.38亿美元，环比增长7.8%，同比增长12.8%。
　　销售成本（不包括折旧和摊销）：2025Q2销...",晏溶,6,2025-08-07,lun****02
行业分析,世界卫生组织-公共卫生行业：加强呼吸道病毒免疫覆盖率监测手册草案（英译中）-250804,,,,2,2025-08-07 09:12:48,监测和报告免疫覆盖率是国家级、区域性及全球流感、COVID-19和RSV免疫接种策略成功的基础。覆盖率数据帮助各国评估项目绩效、识别和解决接种覆盖率不足的问题、评估疫苗的影响力...,,61,2025-08-07,drin******ang
行业分析,亚开行-乳制品行业从牧场到市场：乳制品收集中心如何提高蒙古农民的收入（英译中）-250731,,,,2,2025-08-07 09:12:48,亚洲开发银行从2019年到2023年资助了蒙古的性别包容性乳制品价值链投资项目，以支持米尔科有限责任公司（Milko）的投资计划，该计划旨在扩大公司从小农户牧场收集牛奶。通过这...,恩赫图瓦希诺尔·贡钦苏仁，克里斯蒂安·阿韦雷达,55,2025-08-07,txh****us
行业分析,HotelTechReport-2025年物业管理行业系统终极买家指南（英译中）-250807,,,,2,2025-08-07 09:12:48,"在HotelTechAwards中被评为最佳PMS（2024），Mews是新时代的领先酒店平台，为来自独立酒店到酒店集团超过5,000家客户提供服务，遍布85多个国家。Mews...",,31,2025-08-07,米粉***味
行业分析,艾昆纬-人工智能行业超越自动化：战略LQPPV外包如何使光伏合规在AI时代具备前瞻性（英译中）-250807,,,,2,2025-08-07 09:12:48,药物警戒（PV）领域由于法规变化、跨平台不良事件报告增加以及药物研发的全球扩张而持续快速演变。为此，上市许可持有人（MAH）正在探索如何将人工智能（AI）整合到他们的工作流程中...,巴里·麦克劳伦，多明尼克·科尔曼,8,2025-08-07,fank******099
行业分析,艾昆纬-医药行业：对药品安全领域的人工智能治理提出更高要求（英译中）-250806,,,,3,2025-08-07 09:12:49,"截至2025年1月，已有69个国家提出或实施了超过1,000项与人工智能相关的政策倡议和法律框架。12024年出版，欧盟人工智能法案
　　解决医疗保健问题，并在此之中，高风险人...",玛丽·弗拉纳根,9,2025-08-07,hao1******789
行业分析,Capgemini-人工智能行业驱动的ERP的未来（英译中）-250807,,,,3,2025-08-07 09:12:49,全球企业正拥抱敏捷业务流程编排，以在快速发展的本地市场保持竞争力。业务运营中的AI集成是保持未来竞争力的关键因素。...,,8,2025-08-07,Heal******e11
行业分析,太平洋证券-非银行业周报（0728~0803）：境外利润再投资抵免规则细化，险资入市持续推进-250806,,看好,,3,2025-08-07 09:12:49,行情回顾：1）大盘方面，本周上证指数、沪深300指数、创业板指涨跌幅分别为-0.94%、-1.75%、-0.74%。2）行业方面，申万非银涨跌幅为-2.40%，跑赢沪深300指...,夏芈卬,11,2025-08-07,pjs****lm
行业分析,长城证券-传媒互联网行业：国内外大模型加速迭代，关注AI多模态应用及AI Agent进展-250807,,强于大市,,3,2025-08-07 09:12:49,事件：近期，国内外大模型加速迭代，国内方面（1）7月28日智谱发布其最新一代旗舰模型GLM-4.5；（2）7月28日阿里开源视频生成模型通义万相Wan2.2，为业界首个使用Mo...,侯宾,3,2025-08-07,shar******iao
行业分析,长城证券-电力及公用事业行业周报（7.28~8.1）：山东、宁夏发布136号文承接方案，广东省煤电容量电价上调-250807,,强于大市,,3,2025-08-07 09:12:49,"板块市场表现：
　　（1）行业估值：本周（2025.8.1）申万公用事业行业指数PE（TTM）为18.42倍，上周为18.77倍，2024年同期为17.92倍；本周（2025....",于夕朦，范杨春晓，杨天放,12,2025-08-07,316****20
行业分析,长城证券-汽车行业周报：理想纯电SUV i8正式上市，7月前四周乘用车零售同比+9%-250807,,强于大市,,3,2025-08-07 09:12:49,行业概括：汽车板块本周（7.28-8.1）下跌2.36%，跑输沪深300指数0.61个百分点。整车板块下，乘用车子板块下跌3.37%，跑输沪深300指数1.62个百分点，商用车...,陈逸同，金瑞,11,2025-08-07,zha****ng
行业分析,第一创业-食品行业：阿洛酮糖正式被批准为新食品原料，市场空间或将打开-250807,,,,3,2025-08-07 09:12:49,"核心观点：
　　阿洛酮糖甜度达蔗糖的70%，热量却仅为蔗糖的0.3%，且甜度曲线、容积特性与蔗糖高度接近，美拉德反应使其在烘焙食品的色泽改善和风味提升上表现突出。早期化学合成法...",刘笑瑜,5,2025-08-07,dm3****69
